ID,VotedFor,PresVote,PartyID,Age,FamIncome,Female,White,FT.Bush,FT.Clinton,FT.Perot
5854,Clinton,2,3,29,20,0,White,5,65,40
5857,Clinton,2,2,35,20,1,White,40,80,50
5858,Clinton,2,1,26,15,1,White,70,80,75
5862,Clinton,2,2,32,15,1,Non-White,40,85,50
5863,Perot,3,6,29,21,0,White,50,50,75
5864,Perot,3,4,53,24,0,White,0,30,50
5865,Clinton,2,3,55,19,0,White,50,60,60
5867,Perot,3,3,28,14,0,White,70,60,70
5868,Clinton,2,1,48,12,1,White,15,85,85
5871,Bush,1,5,64,22,0,White,80,50,75
5873,Perot,3,4,64,23,0,White,0,85,100
5874,Clinton,2,1,72,2,1,White,15,80,70
5875,Clinton,2,1,40,10,1,White,15,90,5
5876,Clinton,2,2,36,11,1,White,80,70,70
5877,Clinton,2,2,57,19,0,White,40,40,100
5878,Clinton,2,3,68,14,0,White,50,50,0
5880,Clinton,2,6,68,3,1,White,60,50,60
5882,Bush,1,6,37,19,1,White,100,15,50
5884,Clinton,2,1,61,17,0,White,50,70,60
5886,Clinton,2,1,33,22,0,White,30,85,30
5887,Bush,1,7,56,22,1,Non-White,85,15,30
5889,Bush,1,7,49,17,1,White,100,30,70
5892,Clinton,2,1,23,3,0,Non-White,40,98,30
5893,Clinton,2,3,32,17,0,White,40,100,70
5894,Perot,3,6,26,17,0,White,70,0,70
5896,Perot,3,4,34,20,0,White,60,60,70
5897,Clinton,2,3,44,24,1,White,40,70,60
5898,Clinton,2,1,82,13,1,White,0,100,50
5899,Clinton,2,2,35,14,0,White,25,50,25
5900,Clinton,2,2,57,21,0,White,70,85,70
5901,Clinton,2,1,58,18,0,Non-White,0,85,40
5902,Clinton,2,1,25,4,1,Non-White,10,55,45
5904,Bush,1,7,67,2,0,White,85,30,0
5905,Clinton,2,5,41,14,0,White,70,70,60
5906,Perot,3,2,29,12,0,White,40,60,85
5907,Clinton,2,3,68,18,0,Non-White,40,70,70
5909,Bush,1,4,30,14,0,White,70,40,15
5913,Clinton,2,4,23,14,0,White,50,50,50
5914,Clinton,2,5,47,9,1,White,15,85,70
5916,Clinton,2,2,75,10,0,White,50,50,0
5919,Bush,1,7,43,8,1,White,70,0,0
5920,Bush,1,7,28,23,1,White,85,50,30
5921,Clinton,2,1,56,2,0,Non-White,0,100,15
5922,Perot,3,3,37,16,0,White,40,60,15
5924,Perot,3,2,64,15,0,White,50,70,50
5925,Bush,1,7,52,24,0,White,70,0,60
5926,Clinton,2,1,37,15,0,Non-White,60,100,15
5927,Bush,1,5,43,21,0,White,80,20,30
5928,Clinton,2,1,40,15,1,White,50,85,15
5929,Clinton,2,3,28,15,1,White,50,85,60
5931,Clinton,2,1,33,14,1,Non-White,25,85,50
5933,Clinton,2,1,32,14,0,White,30,60,60
5935,Bush,1,2,27,14,1,White,85,30,50
5936,Bush,1,6,31,19,0,White,75,70,70
5937,Perot,3,6,40,22,0,Non-White,50,50,50
5938,Perot,3,6,37,17,0,White,70,60,60
5939,Clinton,2,1,53,22,1,White,40,85,60
5941,Clinton,2,2,32,13,1,White,30,85,85
5944,Bush,1,7,81,18,0,White,80,40,70
5945,Bush,1,6,26,12,0,White,90,50,10
5946,Perot,3,4,45,16,1,White,0,70,70
5949,Bush,1,6,33,22,1,Non-White,85,65,50
5950,Clinton,2,2,31,20,0,Non-White,50,85,65
5951,Clinton,2,1,39,19,0,White,40,70,50
5952,Bush,1,5,31,22,1,White,70,0,50
5953,Bush,1,6,35,16,0,White,60,55,55
5954,Bush,1,5,39,17,1,White,70,15,30
5956,Bush,1,6,30,17,0,White,70,40,50
5957,Clinton,2,1,43,21,0,White,35,80,50
5958,Clinton,2,2,36,12,0,Non-White,40,70,60
5959,Clinton,2,3,40,17,0,White,15,70,40
5962,Clinton,2,1,53,14,1,White,60,85,40
5963,Perot,3,2,36,20,0,White,70,40,60
5964,Bush,1,6,29,3,0,White,85,15,0
5967,Bush,1,3,38,21,1,White,60,0,0
5968,Clinton,2,1,30,18,0,Non-White,25,80,65
5969,Clinton,2,2,25,5,1,White,25,75,15
5970,Clinton,2,1,28,17,0,White,40,70,60
5973,Bush,1,3,44,19,1,White,70,60,55
5976,Perot,3,1,28,15,1,White,40,40,85
5979,Bush,1,2,37,15,1,White,70,60,50
5981,Bush,1,5,41,17,0,White,85,40,50
5982,Clinton,2,2,60,20,1,White,0,70,50
5983,Bush,1,3,50,22,0,White,85,50,60
5984,Perot,3,1,48,20,0,White,15,70,85
5987,Bush,1,7,53,3,1,White,90,20,30
5989,Bush,1,4,79,14,0,White,70,60,30
5990,Bush,1,7,31,16,0,White,80,1,60
5991,Bush,1,6,59,23,1,White,70,30,40
5993,Bush,1,6,38,20,1,White,85,60,70
5994,Clinton,2,7,59,24,1,White,60,70,60
5999,Clinton,2,1,43,13,1,White,15,60,100
6000,Clinton,2,3,57,20,1,Non-White,40,70,50
6002,Clinton,2,1,44,16,1,Non-White,0,100,15
6003,Clinton,2,2,45,15,1,White,0,85,15
6007,Perot,3,4,39,21,1,Non-White,30,40,50
6008,Clinton,2,2,35,19,1,Non-White,30,70,50
6009,Bush,1,6,47,21,1,White,45,20,45
6010,Bush,1,7,66,21,0,White,100,50,40
6011,Perot,3,2,59,19,0,White,85,85,75
6012,Clinton,2,1,66,9,1,White,0,100,15
6013,Bush,1,7,58,17,1,White,70,30,50
6014,Clinton,2,3,41,18,1,Non-White,15,85,0
6015,Clinton,2,1,29,11,1,White,15,80,20
6016,Bush,1,5,36,18,1,White,60,0,0
6017,Bush,1,6,28,19,1,White,70,50,40
6018,Clinton,2,1,66,8,1,White,0,85,70
6021,Clinton,2,3,66,12,0,White,40,70,70
6024,Bush,1,7,32,22,0,White,70,30,15
6025,Clinton,2,1,39,14,1,White,15,85,0
6028,Clinton,2,4,54,9,1,White,60,60,60
6030,Perot,3,5,62,15,0,White,40,30,60
6032,Perot,3,5,47,15,0,White,60,30,60
6033,Clinton,2,1,65,4,1,White,0,100,0
6034,Clinton,2,1,27,13,0,White,85,85,0
6035,Perot,3,6,33,15,1,White,40,60,70
6036,Perot,3,6,37,24,1,White,40,20,95
6037,Perot,3,1,74,9,1,White,50,50,60
6039,Bush,1,7,52,16,0,White,85,15,60
6040,Clinton,2,6,67,11,1,White,50,50,0
6044,Bush,1,5,33,22,1,White,85,40,50
6045,Bush,1,7,75,4,1,White,100,0,0
6048,Bush,1,2,63,5,1,White,70,40,0
6049,Clinton,2,5,64,15,0,White,60,60,50
6051,Perot,3,4,33,14,0,White,15,70,60
6052,Bush,1,5,51,22,1,White,40,50,60
6053,Clinton,2,3,70,6,1,White,40,50,85
6055,Clinton,2,2,71,7,0,White,85,40,0
6056,Bush,1,7,73,15,0,White,85,50,40
6058,Perot,3,5,25,21,0,White,75,75,60
6060,Clinton,2,2,23,14,0,White,65,75,70
6061,Bush,1,5,48,21,0,White,60,40,15
6063,Clinton,2,2,26,16,1,White,60,60,40
6064,Bush,1,7,46,23,1,White,85,15,50
6066,Clinton,2,3,31,18,0,White,30,80,60
6067,Perot,3,3,62,16,1,White,60,80,90
6070,Clinton,2,3,49,18,0,White,85,30,60
6071,Clinton,2,3,41,19,0,Non-White,60,85,70
6072,Perot,3,6,32,7,0,White,70,60,50
6075,Perot,3,3,33,20,1,White,60,60,30
6076,Clinton,2,1,67,15,1,White,0,70,15
6077,Bush,1,7,72,21,0,White,100,0,40
6078,Clinton,2,5,34,15,1,White,40,40,40
6079,Clinton,2,3,31,20,0,Non-White,30,70,60
6080,Clinton,2,4,45,1,1,White,0,60,85
6081,Clinton,2,2,25,17,1,White,40,85,50
6082,Perot,3,6,28,20,1,White,70,60,50
6083,Bush,1,6,56,17,1,White,85,70,40
6086,Perot,3,3,45,17,0,White,60,60,50
6087,Clinton,2,2,80,4,0,White,60,70,50
6088,Clinton,2,1,23,2,1,White,60,70,60
6089,Clinton,2,1,24,4,1,White,30,85,15
6090,Perot,3,5,24,8,1,White,85,30,40
6094,Bush,1,5,81,8,1,White,70,60,0
6096,Clinton,2,2,37,17,1,White,50,85,85
6097,Clinton,2,3,23,18,0,White,70,85,70
6100,Perot,3,3,62,20,0,White,70,85,60
6103,Bush,1,7,53,22,1,White,90,40,25
6104,Perot,3,2,27,17,1,White,30,60,100
6105,Bush,1,6,43,19,0,White,70,40,40
6106,Perot,3,6,45,19,0,White,50,50,55
6107,Bush,1,2,38,12,1,White,70,40,15
6109,Bush,1,3,33,17,1,White,50,50,85
6110,Perot,3,5,43,17,0,White,40,45,50
6111,Clinton,2,1,34,9,1,White,15,70,85
6112,Bush,1,6,40,24,0,White,70,40,60
6113,Clinton,2,2,48,13,1,Non-White,50,70,50
6116,Clinton,2,3,29,14,1,White,50,60,0
6117,Bush,1,4,68,16,0,White,100,40,40
6118,Bush,1,6,40,24,0,White,85,60,30
6119,Perot,3,2,37,19,1,White,70,60,0
6120,Clinton,2,4,42,2,0,White,30,60,0
6121,Clinton,2,3,40,21,0,White,0,85,60
6122,Clinton,2,1,76,7,1,White,15,85,40
6123,Clinton,2,3,40,14,1,White,0,70,60
6125,Clinton,2,1,72,15,1,White,70,70,0
6126,Perot,3,3,22,2,1,White,50,50,70
6130,Bush,1,7,32,12,0,White,62,53,50
6131,Bush,1,6,22,21,1,White,90,20,0
6132,Clinton,2,1,49,21,1,White,60,60,50
6134,Clinton,2,1,75,3,1,Non-White,15,100,30
6135,Clinton,2,1,64,10,1,White,0,50,0
6138,Perot,3,2,43,23,1,White,55,60,60
6139,Clinton,2,3,63,3,1,White,40,70,40
6141,Bush,1,5,39,16,0,White,40,10,30
6143,Perot,3,6,38,19,1,White,70,50,50
6144,Perot,3,5,54,22,0,White,30,70,85
6145,Perot,3,5,34,6,0,White,60,40,50
6146,Bush,1,5,29,23,0,White,60,15,85
6148,Perot,3,6,36,16,0,White,60,0,85
6149,Clinton,2,2,49,14,1,Non-White,0,100,15
6156,Clinton,2,1,50,18,0,Non-White,60,100,50
6159,Clinton,2,1,52,4,0,White,50,100,50
6160,Perot,3,2,46,21,0,White,60,30,15
6162,Perot,3,5,58,21,0,White,70,60,70
6165,Clinton,2,3,63,22,1,White,40,60,15
6166,Bush,1,1,55,18,1,White,60,50,60
6167,Bush,1,6,42,18,1,White,75,50,60
6168,Bush,1,6,36,18,1,White,70,60,0
6169,Bush,1,2,40,15,1,White,85,0,0
6170,Clinton,2,1,38,19,1,White,50,70,50
6171,Clinton,2,2,39,16,1,White,60,70,50
6172,Perot,3,2,29,19,1,White,60,85,70
6175,Clinton,2,3,58,18,0,White,15,60,30
6176,Clinton,2,2,61,21,0,Non-White,40,70,30
6178,Clinton,2,4,61,21,0,White,30,70,40
6180,Bush,1,3,45,21,1,White,60,40,0
6181,Clinton,2,3,51,3,1,White,40,70,15
6182,Perot,3,4,39,14,1,White,60,60,60
6183,Perot,3,2,31,20,0,White,40,60,50
6184,Clinton,2,4,60,5,0,White,50,60,0
6185,Bush,1,7,48,24,0,Non-White,85,30,40
6186,Clinton,2,2,22,3,1,Non-White,0,15,10
6187,Clinton,2,2,30,12,1,Non-White,40,70,85
6188,Clinton,2,1,45,22,0,White,15,70,60
6189,Bush,1,6,67,23,0,White,60,50,15
6190,Bush,1,7,37,18,0,White,70,30,60
6191,Clinton,2,1,72,7,1,White,30,85,15
6192,Bush,1,5,74,15,0,White,100,40,40
6194,Clinton,2,3,28,14,1,White,30,60,50
6195,Bush,1,6,21,17,1,White,70,40,30
6196,Clinton,2,1,45,24,1,White,20,75,75
6197,Perot,3,7,52,17,0,White,60,40,85
6198,Clinton,2,6,47,22,0,White,70,70,70
6199,Perot,3,7,66,20,1,White,15,50,30
6200,Bush,1,2,24,4,1,White,70,50,40
6202,Bush,1,5,45,20,0,White,85,50,70
6203,Perot,3,4,40,16,1,White,60,0,85
6204,Perot,3,5,27,14,0,White,60,65,75
6205,Perot,3,6,58,22,0,White,70,50,60
6206,Clinton,2,1,51,18,1,Non-White,40,40,40
6208,Clinton,2,1,34,19,1,White,0,85,40
6209,Clinton,2,1,42,16,0,White,30,70,15
6211,Perot,3,2,40,22,0,White,60,70,50
6213,Bush,1,7,75,18,0,White,85,15,0
6215,Perot,3,4,39,13,1,White,35,15,75
6216,Perot,3,7,39,17,0,White,70,50,85
6217,Clinton,2,1,42,6,1,White,0,100,50
6219,Clinton,2,3,50,17,0,White,0,40,40
6220,Clinton,2,1,44,17,1,White,30,60,50
6222,Clinton,2,2,50,14,0,White,40,60,0
6223,Bush,1,5,82,7,0,White,75,0,0
6225,Perot,3,6,29,21,0,White,70,30,60
6226,Clinton,2,1,45,22,1,White,65,100,20
6227,Perot,3,5,22,14,1,White,70,40,85
6228,Clinton,2,1,69,14,1,White,50,80,50
6229,Clinton,2,1,37,16,0,White,50,60,60
6230,Clinton,2,1,29,9,1,Non-White,40,95,70
6231,Perot,3,5,41,11,0,White,70,40,70
6232,Perot,3,4,29,20,0,White,15,0,100
6233,Clinton,2,1,70,16,0,White,30,60,0
6235,Bush,1,7,32,19,1,White,100,50,70
6241,Clinton,2,1,28,12,0,White,60,85,15
6242,Clinton,2,3,68,14,1,White,40,60,85
6243,Clinton,2,2,59,15,1,White,0,60,0
6245,Bush,1,6,33,19,1,White,100,0,50
6246,Clinton,2,5,32,21,1,Non-White,60,55,0
6247,Clinton,2,1,30,11,1,Non-White,0,85,50
6250,Clinton,2,1,37,21,1,Non-White,30,60,40
6251,Bush,1,6,64,22,1,White,70,30,60
